url,url_length,has_https,has_at_symbol,num_dots,has_ip_address,has_hyphen,num_subdomains,url_shortener,has_suspicious_words,is_top_level_domain,domain_age_days,url_has_port,path_length,num_query_params,has_multiple_slashes,ends_with_file_extension,has_email_in_path,url_entropy,uses_known_brand,label
https://qrkode.link/kfvIDQ?userid=64kMbbVm,42,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,4.755,0,phishing
https://chatbot.page/21_Vg-,27,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,3.986,0,phishing
https://edf-reclamation.com/,28,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4.111,0,phishing
https://edf-reclamation.com/pages/connexion.php,47,1,0,2,0,1,0,0,0,0,0,0,20,0,0,1,0,4.187,0,phishing
https://edf-reclamation.com/pages/remboursement.php,51,1,0,2,0,1,0,0,0,0,0,0,24,0,0,1,0,4.211,0,phishing
https://edf-reclamation.com/captcha.php,39,1,0,2,0,1,0,0,0,0,0,0,12,0,0,1,0,4.016,0,phishing
https://uytyuui.weeblysite.com/,31,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.889,0,phishing
https://edrtyuytrtyuio.weeblysite.com/,38,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.978,0,phishing
https://sblseceora.com,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789,0,phishing
https://sblseceorc.com,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.664,0,phishing
https://sblseceorh.com,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.698,0,phishing
https://sblseceori.com,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789,0,phishing
https://sblseclackbi.com,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.855,0,phishing
https://sblsecorgan.com,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.969,0,phishing
https://sblsecprete.com,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.642,0,phishing
https://sblsecosani.com,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828,0,phishing
https://sblseceorg.com,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789,0,phishing
https://sblsecsemai.com,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.741,0,phishing
https://sblseceorf.com,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789,0,phishing
https://sblsecwayne.com,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.969,0,phishing
https://sblsechonou.com,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.762,0,phishing
https://sblsecarlike.com,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,phishing
https://sblsecarliken.com,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.054,0,phishing
https://sblseceord.com,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789,0,phishing
https://sblsecheria.com,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.882,0,phishing
https://sblseceore.com,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.664,0,phishing
https://sblsecoienu.com,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.882,0,phishing
https://sblsecstone.com,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.621,0,phishing
https://nonmruajapanec.com,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.873,0,phishing
https://nonmruajapansf.com,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.873,0,phishing
https://nonmruajapanef.com,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,phishing
https://nomuaelovei.com,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.969,0,phishing
https://sblsecstwor.com,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.708,0,phishing
https://sblseckeper.com,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.762,0,phishing
https://sblsecarlikn.com,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.054,0,phishing
https://sblsecarlikb.com,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0,phishing
https://sblsecarlikd.com,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.054,0,phishing
https://interdipce.com,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789,0,phishing
http://allegrolokalnie.oferta-20281634.cyou,43,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4.536,0,phishing
https://go.ly/oR4vJ,19,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,3.787,0,phishing
https://allegrolokalnie.pl-oferta84364924.icu,45,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4.483,0,phishing
https://team-nol-shop.fourthwall.com/en-gbp,43,1,0,2,0,1,1,0,0,0,0,0,7,0,0,0,0,4.222,0,phishing
https://accessible-premise-188253.framer.app/,45,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.25,0,phishing
https://bt-mail-shop.fourthwall.com/en-gbp,42,1,0,2,0,1,1,0,0,0,0,0,7,0,0,0,0,4.284,0,phishing
http://goemediapercetakan.com,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.909,0,phishing
https://docs.google.com/presentation/d/e/2PACX-1vTbnn_LFQTx9uEYJLJSV-OOv_9xaeLzeuCNFrhO3DzBJZxlL9c9ideoIbEsUxSN0UY4BC0my4PJBMmk/pub,131,1,0,2,0,0,1,0,0,0,0,0,108,0,1,0,0,5.54,1,phishing
http://allegrolokalnie.19763112260.icu,38,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4.439,0,phishing
https://allegrolokalnie.pl-kategorie42079669.com/?id=h7Ai8jBObHo091HjbnHkKNiicfmoFh,83,1,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,5.075,0,phishing
https://btinternet9090.weebly.com/,34,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.077,0,phishing
https://eu.jotform.com/app/251883674629371,42,1,0,2,0,0,1,0,0,0,0,0,20,0,0,0,0,4.481,0,phishing
http://allegro.pl-oferta33314.sbs,33,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4.127,0,phishing
http://allegro.pl-730594.cfd,28,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4.352,0,phishing
http://allegro.pl-oferta84364924.icu,36,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4.385,0,phishing
http://allegrolokalnie.pl-oferta33314.sbs,41,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4.251,0,phishing
https://ungu.in/trhnedtfhbaergreyergb,37,1,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,3.939,0,phishing
https://redeviagensexpresso.com/checkout/686d269337fd2/index,60,1,0,1,0,0,0,0,0,0,0,0,29,0,0,0,0,4.536,0,phishing
https://moccasin-root-589316.framer.app/,40,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.359,0,phishing
https://able-arrow-809010.framer.app/,37,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.175,0,phishing
https://inspired-colors-575018.framer.app/,42,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.404,0,phishing
https://funny-video-867979.framer.app/,38,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.471,0,phishing
https://form.jotform.com/251745579784071,40,1,0,2,0,0,1,0,0,0,0,0,16,0,0,0,0,4.196,0,phishing
http://allegro.pl-oferta8550802.icu,35,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4.286,0,phishing
https://eu.jotform.com/app/251840374303350,42,1,0,2,0,0,1,0,0,0,0,0,20,0,0,0,0,4.368,0,phishing
https://howardvoisey2.wixsite.com/my-site-1,43,1,0,2,0,0,1,0,0,0,0,0,10,0,0,0,0,4.257,0,phishing
https://skyyillerrrrrooiiiiiiiiii.weebly.com/,45,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.727,0,phishing
https://eu.jotform.com/app/251812504302343,42,1,0,2,0,0,1,0,0,0,0,0,20,0,0,0,0,4.35,0,phishing
https://eu.jotform.com/app/251853474384364,42,1,0,2,0,0,1,0,0,0,0,0,20,0,0,0,0,4.368,0,phishing
https://update-shop.fourthwall.com/en-gbp,41,1,0,2,0,1,1,0,1,0,0,0,7,0,0,0,0,4.278,0,phishing
https://bt-mail-zeo-shop.fourthwall.com/,40,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.196,0,phishing
https://btinternet-wiu-shop.fourthwall.com/,43,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.222,0,phishing
https://dossier-docto.com/,26,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.69,0,phishing
https://dossier-docto.com/connexion.php,39,1,0,2,0,1,0,0,0,0,0,0,14,0,0,1,0,3.9,0,phishing
https://dossier-docto.com/captcha.php,37,1,0,2,0,1,0,0,0,0,0,0,12,0,0,1,0,3.797,0,phishing
https://itservice.m-pages.com/6fCGdA/service,44,1,0,2,0,1,1,0,0,0,0,0,15,0,0,0,0,4.28,0,phishing
https://eu.jotform.com/app/251813466279364,42,1,0,2,0,0,1,0,0,0,0,0,20,0,0,0,0,4.463,0,phishing
https://eu.jotform.com/app/251840905594362,42,1,0,2,0,0,1,0,0,0,0,0,20,0,0,0,0,4.463,0,phishing
https://rare-hands-589575.framer.app/,37,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.067,0,phishing
https://btintrhezse-shop.fourthwall.com/,40,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.225,0,phishing
https://qwert-hrl-shop.fourthwall.com/,38,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.063,0,phishing
https://blinq.me/cmcaofoxw02s2s60ktazbqkw7?bs=db,48,1,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,4.679,0,phishing
https://blinq.me/wLguK9zadf4U?bs=db,35,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,4.686,0,phishing
https://imeg.ltd/simmons/,25,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,3.673,0,phishing
https://interiakastlivxresbrokeers.com/?token=31laHuzTduRBzGJR9yvX,66,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4.908,0,phishing
http://webproxy.stealthy.co/index.php?q=https%3A%2F%2Flogin.ionos.ca%2F%3Fredirect_url%3Dhttps%253A%252F%252Fmy.ionos.ca%252F,125,0,0,7,0,0,1,0,1,0,0,0,10,1,0,1,0,4.719,0,phishing
https://rebrand.ly/e21b41,25,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,4.054,0,phishing
https://gestion-trafico.info/,29,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.883,0,phishing
https://gestion-trafico.info/index.php,38,1,0,2,0,1,0,0,0,0,0,0,10,0,0,1,0,4.063,0,phishing
