url,url_length,has_https,has_at_symbol,num_dots,has_ip_address,has_hyphen,num_subdomains,url_shortener,has_suspicious_words,is_top_level_domain,domain_age_days,url_has_port,path_length,num_query_params,has_multiple_slashes,ends_with_file_extension,has_email_in_path,url_entropy,uses_known_brand,label,submission_year
https://passionfruit4576261.brizy.site/,39,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.343,0,phishing,2020
https://tb915hdh89.mfs.gg/1Yeasd3,33,1,0,2,0,0,1,0,0,0,0,0,8,0,0,0,0,4.165,0,phishing,2020
https://firebasestorage.googleapis.com/v0/b/tei-neriou-reuix-678.appspot.com/o/%40%40%40indexv-vb-veu-ry-8%25433%2569.html?alt=media&amp;token=6b0a9c43-8711-491b-9f40-50ad280ffb32#ggradnigo@prepaidlegal.com,206,1,1,6,0,0,1,1,0,0,0,0,84,2,1,1,1,5.112,1,phishing,2020
https://cusstomerservicee.blogspot.com/?m=0,43,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,4.127,0,phishing,2020
https://siporados15585.blogspot.com/,36,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,4.041,0,phishing,2020
http://www-degelyehuda-org-il.filesusr.com/html/87d61b_fe256cdcaf57de9f630e7e55861dee2f.html,92,0,0,3,0,1,1,0,0,0,0,0,50,0,0,1,0,4.779,0,phishing,2020
http://otomoto3452.com/konto.html,33,0,0,2,0,0,0,0,0,0,0,0,11,0,0,1,0,3.57,0,phishing,2020
http://otomoto-h229.net/konto.html,34,0,0,2,0,1,0,0,0,0,0,0,11,0,0,1,0,3.538,0,phishing,2020
http://wp-login.azurewebsites.net/rejestracja.html,50,0,0,3,0,1,1,0,1,0,0,0,17,0,0,1,0,4.268,0,phishing,2020
https://checumat.firebaseapp.com/,33,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.937,0,phishing,2020
http://caracasmateriais.blogspot.com/,37,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,3.895,0,phishing,2020
https://caracasmateriais.blogspot.com/,38,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,3.883,0,phishing,2020
http://3ff7c459-86b2-4f6d-b6b0-ba6402ef6cb0.htmlcomponentservice.com/get_draft?id=3ff7c4_39f5e951394368f9e49c63fbf3166add.html,126,0,0,3,0,1,1,0,0,0,0,0,10,1,0,0,0,4.814,0,phishing,2020
https://www.formtools.com/f/info-1240,37,1,0,2,0,0,1,0,0,0,0,0,12,0,0,0,0,4.132,0,phishing,2020
https://test.webclient4.de/,27,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.704,0,phishing,2020
https://nizotchauffage.bilty.be/clients/login,45,1,0,2,0,0,1,0,1,0,0,0,14,0,0,0,0,4.161,0,phishing,2020
https://638ca12d-ba2f-451c-8418-faf56b7de7ff.htmlcomponentservice.com/get_draft?id=638ca1_14694f4a84161543466426a12288de1a.html,127,1,0,3,0,1,1,0,0,0,0,0,10,1,0,0,0,4.778,0,phishing,2020
https://loginscreenatt.weebly.com/,34,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,4.124,0,phishing,2020
http://baradua.it/wp/wp-content/plugins/MADE/files/top.html,59,0,0,2,0,0,0,0,0,0,0,0,42,0,1,1,0,4.386,0,phishing,2020
https://monirshouvo.github.io/fb_responsive,43,1,0,2,0,0,1,0,0,0,0,0,14,0,0,0,0,4.08,0,phishing,2020
http://monirshouvo.github.io/fb_responsive,42,0,0,2,0,0,1,0,0,0,0,0,14,0,0,0,0,4.092,0,phishing,2020
http://monirshouvo.github.io/fb_responsive/,43,0,0,2,0,0,1,0,0,0,0,0,15,0,0,0,0,4.08,0,phishing,2020
https://monirshouvo.github.io/fb_responsive/,44,1,0,2,0,0,1,0,0,0,0,0,15,0,0,0,0,4.07,0,phishing,2020
https://drive.google.com/file/d/1robIOsANBh8Doqa7YUIeWn3Akz4094ho/edit,70,1,0,2,0,0,1,0,0,0,0,0,46,0,1,0,0,5.02,1,phishing,2020
https://drive.google.com/file/d/19zPw90jGON3J5mERXi1pauVKjDMx8NFQ/edit,70,1,0,2,0,0,1,0,0,0,0,0,46,0,1,0,0,5.218,1,phishing,2020
https://drive.google.com/file/d/1GINBNlpVt7kpfNog9A68fqmn7k3aivUi,65,1,0,2,0,0,1,0,0,0,0,0,41,0,0,0,0,4.901,1,phishing,2020
https://drive.google.com/file/d/1C5O9_Y8_OcTSEPwyOjfarN1K-KJ4D9FE,65,1,0,2,0,0,1,0,0,0,0,0,41,0,0,0,0,5.194,1,phishing,2020
http://sp477389.sitebeat.site/,30,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.778,0,phishing,2020
http://kuchkuchnights.com/blog?sec=laurinefeiler,48,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,4.34,0,phishing,2020
http://kuchkuchnights.com/2222?sec=franziskaoppermann,53,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,4.359,0,phishing,2020
http://www.hollykim.com/bbs_/f9ebaa/hvsjhhvs33/,47,0,0,2,0,0,1,0,0,0,0,0,24,0,1,0,0,4.334,0,phishing,2020
https://att5.godaddysites.com/,30,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.844,0,phishing,2020
http://9d62cfee-59b3-42a8-9542-4b3a32692792.htmlcomponentservice.com/get_draft?id=9d62cf_b629798a3637a0ea5eb0bf9dd9f6992d.html,126,0,0,3,0,1,1,0,0,0,0,0,10,1,0,0,0,4.774,0,phishing,2020
https://c6ebv708.caspio.com/dp/d6c780006a54df419b5d4f2fa3fe,59,1,0,2,0,0,1,0,0,0,0,0,32,0,0,0,0,4.577,0,phishing,2020
http://hollykim.com/bbs_/f9ebaa/hvsjhhvs33/,43,0,0,1,0,0,0,0,0,0,0,0,24,0,1,0,0,4.249,0,phishing,2020
http://hollykim.com/bbs_/f9ebaa/hvsjhhvs33,42,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,4.28,0,phishing,2020
https://att1.godaddysites.com/,30,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.844,0,phishing,2020
https://att7.godaddysites.com/,30,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.844,0,phishing,2020
http://kuchkuchnights.com/2222/?sec=FranziskaOppermann,54,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,4.389,0,phishing,2020
https://ersfilter-my.sharepoint.com/:x:/r/personal/nradonich_ersfilter_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=t6T%2fHN1dKbYHlYX%2beIMbaZufA43rrGZ6%2faAAewNocDI%3d&docid=1_18168db23429e45f29fdf2e7be120efc4&wdFormId=%7BB9970F62%2D44C3%2D4D09%2D9929%2D6E1EB652DA57%7D&action=formsubmit,291,1,0,3,0,1,1,1,0,0,0,0,66,4,1,0,0,5.448,0,phishing,2020
https://storage.cloud.google.com/user517497679326978.appspot.com/index.html,75,1,0,6,0,0,2,1,0,0,0,0,43,0,0,1,0,4.595,1,phishing,2020
https://livenmitac-my.sharepoint.com/personal/hannah-daly_live_nmit_ac_nz/_layouts/15/WopiFrame.aspx?guestaccesstoken=IA5UzzOn3iViKU4F3pXemYHHABfWkPDjiRPFTFEaR/k=&amp;docid=1_169208e425ed84fea9fd294a6886d67e9&amp;wdFormId={06255F86-4BF9-4EE8-BD7E-FEF81913A79B}&amp;action=formsubmit,282,1,0,3,0,1,1,1,0,0,0,0,64,4,1,0,0,5.549,0,phishing,2020
https://app.box.com/s/ymr0ltw3hmn8icxebz16gjhcyhqa49w4,54,1,0,2,0,0,1,0,0,0,0,0,35,0,0,0,0,4.773,0,phishing,2020
https://livenmitac-my.sharepoint.com/personal/hannah-daly_live_nmit_ac_nz/_layouts/15/WopiFrame.aspx?guestaccesstoken=IA5UzzOn3iViKU4F3pXemYHHABfWkPDjiRPFTFEaR%2fk%3d&docid=1_169208e425ed84fea9fd294a6886d67e9&wdFormId=%7B06255F86%2D4BF9%2D4EE8%2DBD7E%2DFEF81913A79B%7D&action=formsubmit,286,1,0,3,0,1,1,1,0,0,0,0,64,4,1,0,0,5.557,0,phishing,2020
https://superpark-my.sharepoint.com/:x:/r/personal/adrian_ramos_superpark_com_hk/_layouts/15/WopiFrame.aspx?guestaccesstoken=voFjngnui%2fsLbamEOrLq62QlG8McDnpo1DIZU6I%2bc1M%3d&amp;docid=1_124bbb2f682ca4c7daba6cec6ee34dfb9&amp;wdFormId=%7BA85C8ABE%2D68BE%2D43DD%2D91F3%2DB397386186BE%7D&amp;action=formsubmit,307,1,0,3,0,1,1,1,0,0,0,0,72,4,1,0,0,5.44,0,phishing,2020
https://sites.google.com/view/nouveau-sms-message-vocal/accueil,63,1,0,2,0,0,1,0,0,0,0,0,39,0,0,0,0,4.095,1,phishing,2021
https://himbauane.blogspot.com/,31,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,4.042,0,phishing,2021
http://im-creator.com/free/kennymoore12/btinternet,50,0,0,1,0,1,0,0,0,0,0,0,29,0,0,0,0,3.981,0,phishing,2021
https://qhj39hfxqftr.clickfunnels.com/optin1640121734846,56,1,0,2,0,0,1,0,0,0,0,0,19,0,0,0,0,4.749,0,phishing,2021
http://ahhhh.pe.kr/zb41/data/1057168297/?email=narindra.mohan@sep.epson.com.sg,78,0,1,6,0,0,1,0,0,0,0,0,22,1,1,0,1,4.687,0,phishing,2021
https://oiazeiuiazolme.blogspot.com/?m=0,40,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,4.206,0,phishing,2021
https://reikreitel.blogspot.com/?m=0,36,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,4.163,0,phishing,2021
https://eleoelswka.blogspot.com/?m&#61;0,40,1,0,2,0,0,1,1,0,0,0,0,1,2,0,0,0,4.378,0,phishing,2021
https://demo2.cloudwp.dev/trial-f4ce1455/c.php,46,1,0,3,0,0,1,0,0,0,0,0,21,0,0,1,0,4.442,0,phishing,2021
https://orangess.contactin.bio/,31,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.825,0,phishing,2021
https://salmanfarsi01.github.io/Facbook-Login-and-signin-clone/,63,1,0,2,0,0,1,0,1,0,0,0,32,0,0,0,0,4.426,0,phishing,2021
http://salmanfarsi01.github.io/Facbook-Login-and-signin-clone/,62,0,0,2,0,0,1,0,1,0,0,0,32,0,0,0,0,4.43,0,phishing,2021
http://sultan-raza.github.io/Netflix-Clone/,43,0,0,2,0,1,1,0,0,0,0,0,15,0,0,0,0,4.313,1,phishing,2021
http://heinthu1.github.io/,26,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.565,0,phishing,2021
http://chiragrajoria.github.io/Netflix-clone/,45,0,0,2,0,0,1,0,0,0,0,0,15,0,0,0,0,4.233,1,phishing,2021
https://heinthu1.github.io/,27,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.662,0,phishing,2021
https://sites.google.com/view/protonmailservice/home,52,1,0,2,0,0,1,0,0,0,0,0,28,0,0,0,0,4.02,1,phishing,2021
https://redatofadesafe.blogspot.com/?m=0,40,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,4.196,0,phishing,2021
https://sites.google.com/view/webespaceclient-ref8/accueil,58,1,0,2,0,0,1,0,0,0,0,0,34,0,0,0,0,4.216,1,phishing,2021
https://aks34.github.io/NETFLIX_CLONE,37,1,0,2,0,0,1,0,0,0,0,0,14,0,0,0,0,4.574,1,phishing,2021
http://soumya252000.github.io/Netflix,37,0,0,2,0,0,1,0,0,0,0,0,8,0,0,0,0,4.337,1,phishing,2021
http://radhikamd.github.io/netflix,34,0,0,2,0,0,1,0,0,0,0,0,8,0,0,0,0,4.161,1,phishing,2021
https://sites.google.com/view/awspage,37,1,0,2,0,0,1,0,0,0,0,0,13,0,0,0,0,3.905,1,phishing,2021
https://priyankasandokar1606.github.io/,39,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.253,0,phishing,2021
https://sites.google.com/view/comfimobiekdofl/accueil,53,1,0,2,0,0,1,0,0,0,0,0,29,0,0,0,0,4.155,1,phishing,2021
https://sdgvsdvsdvs.blogspot.com,32,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,3.671,0,phishing,2021
https://evolbithman.web.app/index.html?user=x@example.com,57,1,1,4,0,0,1,0,0,0,0,0,11,1,0,1,1,4.407,0,phishing,2021
https://my.forms.app/form/6112452ca3f6e60d511bad0d,50,1,0,2,0,0,1,0,0,0,0,0,30,0,0,0,0,4.433,0,phishing,2021
http://soumya252000.github.io/Netflix/,38,0,0,2,0,0,1,0,0,0,0,0,9,0,0,0,0,4.313,1,phishing,2021
http://radhikamd.github.io/netflix/,35,0,0,2,0,0,1,0,0,0,0,0,9,0,0,0,0,4.136,1,phishing,2021
https://soumya252000.github.io/Netflix,38,1,0,2,0,0,1,0,0,0,0,0,8,0,0,0,0,4.346,1,phishing,2021
https://radhikamd.github.io/netflix,35,1,0,2,0,0,1,0,0,0,0,0,8,0,0,0,0,4.229,1,phishing,2021
https://soumya252000.github.io/Netflix/,39,1,0,2,0,0,1,0,0,0,0,0,9,0,0,0,0,4.324,1,phishing,2021
https://radhikamd.github.io/netflix/,36,1,0,2,0,0,1,0,0,0,0,0,9,0,0,0,0,4.205,1,phishing,2021
https://azeioaz.blogspot.com/?m=0,33,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,4.15,0,phishing,2021
https://paozeia.blogspot.com/?m=0,33,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,4.127,0,phishing,2021
https://reamaam.blogspot.com/?m=0,33,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,4.044,0,phishing,2021
http://52.20.22.249:8080/BannerTool/HtmlPages/welcome.jsp,57,0,0,4,1,0,2,0,0,0,0,1,33,0,0,1,0,4.566,0,phishing,2021
https://chois.jp/2/0.php,24,1,0,2,0,0,0,0,0,0,0,0,8,0,0,1,0,3.47,0,phishing,2021
https://chiragrajoria.github.io/Netflix-clone,45,1,0,2,0,0,1,0,0,0,0,0,14,0,0,0,0,4.306,1,phishing,2021
https://chiragrajoria.github.io/Netflix-clone/,46,1,0,2,0,0,1,0,0,0,0,0,15,0,0,0,0,4.292,1,phishing,2021
